,Objem,Materiál nádoby,KU - městská část,KU - městský obvod,KU - ulice,KU - číslo orientační,Název stanoviště,Číslo stanoviště,Typ odpadu,Kód nádoby,Počet nádob,Rajón,T1,T2,T3,T4,Provozovna,lat,long,hash
1757,240 l,Plast,Podunajské Biskupice,Bratislava 2,Korytnická,18/C,85924 - Korytnicka /18,85924.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1327082,17.2114045,3475008700
1758,240 l,Plast,Podunajské Biskupice,Bratislava 2,Korytnická,20,85926 - Korytnicka /20,85926.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1327082,17.2114045,4067601345
1759,240 l,Plast,Podunajské Biskupice,Bratislava 2,Korytnická,21,818892 - korytnická /21,818892.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1327082,17.2114045,6774317247
1760,240 l,Plast,Podunajské Biskupice,Bratislava 2,Korytnická,23,85930 - Korytnicka /23,85930.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1327082,17.2114045,6796234515
1761,240 l,Plast,Podunajské Biskupice,Bratislava 2,Kovová,9,86216 - Kovová /9,86216.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,0.0,0.0,6709828627
1762,240 l,Plast,Podunajské Biskupice,Bratislava 2,Kovová,11,8190787 - Kovová /11,8190787.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,0.0,0.0,4589188652
1763,240 l,Plast,Podunajské Biskupice,Bratislava 2,Kovová,12,86218 - Kovová /12,86218.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,0.0,0.0,8497838090
1764,120 l,Plast,Podunajské Biskupice,Bratislava 2,Kovová,13,86219 - Kovová /13,86219.0,BRO,204.0,1,BR2,0.0,2.0,0.0,0.0,M1,0.0,0.0,5540869992
1765,240 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,15,86340 - Krajinská /15,86340.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,9719447693
1766,120 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,19,86343 - Krajinská /19,86343.0,BRO,204.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,1110431319
1767,240 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,26,86348 - Krajinská /26,86348.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,7031715124
1768,120 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,49,86367 - Krajinská /49,86367.0,BRO,204.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,1758923518
1769,120 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,50,86370 - Krajinská /50,86370.0,BRO,204.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,6042609996
1770,120 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,51,86371 - Krajinská /51,86371.0,BRO,204.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,4770653651
1771,240 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,75,86394 - Krajinská /75,86394.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,4618828009
1772,240 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,84,86402 - Krajinská /84,86402.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,6438542203
1773,120 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,86,86404 - Krajinská /86,86404.0,BRO,204.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,3856039004
1774,240 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,88,86407 - Krajinská /88,86407.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,829412822
1775,240 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,98,86415 - Krajinská /98,86415.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,6647086216
1776,240 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,112,86422 - Krajinská /112,86422.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,4240257210
1777,240 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,128,86428 - Krajinská /128,86428.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,4398784446
1778,120 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,50/B,86369 - Krajinská /50,86369.0,BRO,204.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,3030850623
1779,120 l,Plast,Podunajské Biskupice,Bratislava 2,Krajinská,63/A,817899 Krajinská / 63A,817899.0,BRO,204.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.12717869999999,17.2032902,7864674420
1780,120 l,Plast,Podunajské Biskupice,Bratislava 2,Kvetinárska,30,32143 - Kvetinárska /30,32143.0,BRO,204.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1304957,17.1993898,5859148440
1781,120 l,Plast,Podunajské Biskupice,Bratislava 2,Lopárska,8,819216 - Lopárska /5,819216.0,BRO,204.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.11787,17.2131614,5771352506
1782,240 l,Plast,Podunajské Biskupice,Bratislava 2,Madáchova,17,87586 - Madáchova /17,87586.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1317464,17.2170399,5563866972
1783,120 l,Plast,Podunajské Biskupice,Bratislava 2,Madáchova,22,87589 - Madáchova /22,87589.0,BRO,204.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1317464,17.2170399,5228610383
1784,240 l,Plast,Podunajské Biskupice,Bratislava 2,Madáchova,34,87600 - Madáchova /34,87600.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1317464,17.2170399,1486358480
1785,240 l,Plast,Podunajské Biskupice,Bratislava 2,Madáchova,17/A,87586 - Madáchova /17,87586.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1317464,17.2170399,2723016840
1786,240 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,1,87669 - Máchova /1,87669.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,2906796087
1787,240 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,6,87672 - Máchova /6,87672.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,5894966937
1788,240 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,12,87677 - Máchova /12,87677.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,9885981914
1789,240 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,22,87684 - Máchova /22,87684.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,1679996529
1790,240 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,23,87685 - Máchova /23,87685.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,3612559807
1791,240 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,26,87688 - Máchova /26,87688.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,334518710
1792,120 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,31,87690 - Máchova /31,87690.0,BRO,204.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,2559499458
1793,120 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,35,87692 - Máchova /35,87692.0,BRO,204.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,8998938157
1794,240 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,41,87695 - Máchova /41,87695.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,7698387676
1795,240 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,45,87697 - Máchova /45,87697.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,6210384445
1796,240 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,47,87698 - Máchova /47,87698.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,4974699409
1797,240 l,Plast,Podunajské Biskupice,Bratislava 2,Máchova,57,87703 - Máchova /57,87703.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1297539,17.2116411,2982232710
1798,120 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,2,88280 - Monardová /2,88280.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,9340208019
1799,120 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,11,88286 - Monardová /11,88286.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,4669064710
1800,120 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,17,817897 - Monardová /17,817897.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,4340352653
1801,120 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,18,88290 - Monardová /18,88290.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,5646259107
1802,120 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,27,88292 - Monardová /27,88292.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,5317767872
1803,120 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,29,88294 - Monardová /29,88294.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,7548677543
1804,240 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,30,88295 - Monardová /30,88295.0,BRO,205.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,4729661343
1805,240 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,31,818247 - Monardová /31,818247.0,BRO,205.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,6900476813
1806,240 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,33,88298 - Monardová /33,88298.0,BRO,205.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,2009635537
1807,240 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,34,88300 - Monardová /34,88300.0,BRO,205.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,7903094071
1808,240 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,36,88302 - Monardová /36,88302.0,BRO,205.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,1320985183
1809,120 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,17/A,817786 - Monardová /17,817786.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,4126225324
1810,120 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,32/A,88297 - Monardová /32,88297.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,6981285668
1811,240 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,37/c,818126 - Monardová /37/C,818126.0,BRO,205.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,8010502941
1812,120 l,Plast,Podunajské Biskupice,Bratislava 2,Monardová,37A,818318 - Monardová /37A,818318.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.1205454,17.2239485,4883328995
1813,240 l,Plast,Podunajské Biskupice,Bratislava 2,Mramorová,15,88395 - Mramorová /15,88395.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.1225288,17.2070928,5706482662
1814,240 l,Plast,Podunajské Biskupice,Bratislava 2,Mramorová,17,819297 - Mramorová /17,819297.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.1225288,17.2070928,1286524929
1815,240 l,Plast,Podunajské Biskupice,Bratislava 2,Mramorová,23,88393 - Mramorová /23,88393.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.1225288,17.2070928,2528700409
1816,240 l,Plast,Podunajské Biskupice,Bratislava 2,Nákovná,13,32359 - Nákovná /13,32359.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.1310265,17.2026758,1271440146
1817,240 l,Plast,Podunajské Biskupice,Bratislava 2,Nezvalova,13,89109 - Nezvalova /13,89109.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1312557,17.2152272,1726619912
1818,240 l,Plast,Podunajské Biskupice,Bratislava 2,Nezvalova,15,89110 - Nezvalova /15,89110.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1312557,17.2152272,900529908
1819,240 l,Plast,Podunajské Biskupice,Bratislava 2,Nezvalova,25,89121 - Nezvalova /25,89121.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1312557,17.2152272,6949637138
1820,240 l,Plast,Podunajské Biskupice,Bratislava 2,Nezvalova,26,89122 - Nezvalova /26,89122.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1312557,17.2152272,3712458028
1821,240 l,Plast,Podunajské Biskupice,Bratislava 2,Nezvalova,46,89142 - Nezvalova /46,89142.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1312557,17.2152272,6237778621
1822,240 l,Plast,Podunajské Biskupice,Bratislava 2,Nezvalova,50,89146 - Nezvalova /50,89146.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1312557,17.2152272,7213127120
1823,240 l,Plast,Podunajské Biskupice,Bratislava 2,Nezvalova,55,819042 - Nezvalova /55,819042.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1312557,17.2152272,7301951957
1824,240 l,Plast,Podunajské Biskupice,Bratislava 2,Nezvalova,34/A,89130 - Nezvalova /34,89130.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1312557,17.2152272,9030808290
1825,120 l,Plast,Podunajské Biskupice,Bratislava 2,Nezvalova,39/A,89136 - Nezvalova /39,89136.0,BRO,204.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1312557,17.2152272,1796171142
1826,240 l,Plast,Podunajské Biskupice,Bratislava 2,Nezvalova,"8/A,",89103 - Nezvalova /8,89103.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1312557,17.2152272,9125031042
1827,240 l,Plast,Podunajské Biskupice,Bratislava 2,Oblúková,2,32420 - Oblúková /2,32420.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1282309,17.2022311,9046356763
1828,240 l,Plast,Podunajské Biskupice,Bratislava 2,Oblúková,7,32422 - Oblúková /7,32422.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1282309,17.2022311,5020963967
1829,120 l,Plast,Podunajské Biskupice,Bratislava 2,Oblúková,20,32427 - Oblúková /20,32427.0,BRO,204.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1282309,17.2022311,9089535288
1830,240 l,Plast,Podunajské Biskupice,Bratislava 2,Odeská,16,89408 - Odeská /16,89408.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1321901,17.2261301,1424702126
1831,240 l,Plast,Podunajské Biskupice,Bratislava 2,Odeská,19,89410 - Odeská /19,89410.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1321901,17.2261301,8761495379
1832,120 l,Plast,Podunajské Biskupice,Bratislava 2,Odeská,22,89412 - Odeská /22,89412.0,BRO,204.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1321901,17.2261301,4580592606
1833,240 l,Plast,Podunajské Biskupice,Bratislava 2,Odeská,25,89415 - Odeská /25,89415.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1321901,17.2261301,1413046625
1834,240 l,Plast,Podunajské Biskupice,Bratislava 2,Odeská,32,89423 - Odeská /32,89423.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1321901,17.2261301,571734557
1835,120 l,Plast,Podunajské Biskupice,Bratislava 2,Odeská,61,818136 - Odeská /61,818136.0,BRO,204.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1321901,17.2261301,9028468616
1836,240 l,Plast,Podunajské Biskupice,Bratislava 2,Orechová,21,89664 - Orechová /21,89664.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,0.0,0.0,3822384324
1837,120 l,Plast,Podunajské Biskupice,Bratislava 2,Orechová,21,89663 - Orechová /21,89663.0,BRO,204.0,1,BR1,0.0,5.0,0.0,0.0,M1,0.0,0.0,4012323181
1838,240 l,Plast,Podunajské Biskupice,Bratislava 2,Orenburská,17,89740 - Orenburská /17,89740.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1287965,17.2161943,5595683912
1839,240 l,Plast,Podunajské Biskupice,Bratislava 2,Orenburská,21,89698 - Orenburská /21,89698.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1287965,17.2161943,2788030231
1840,240 l,Plast,Podunajské Biskupice,Bratislava 2,Orenburská,26,89741 - Orenburská /26,89741.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1287965,17.2161943,7610216409
1841,240 l,Plast,Podunajské Biskupice,Bratislava 2,Orenburská,39,89714 - Orenburská /39,89714.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1287965,17.2161943,1967551781
1842,240 l,Plast,Podunajské Biskupice,Bratislava 2,Orenburská,54,89728 - Orenburská /54,89728.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1287965,17.2161943,3855518333
1843,240 l,Plast,Podunajské Biskupice,Bratislava 2,Orenburská,61,89735 - Orenburská /61,89735.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1287965,17.2161943,4684611132
1844,240 l,Plast,Podunajské Biskupice,Bratislava 2,Padlých hrdinov,12,89848 - Padlých hrdinov /12,89848.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.1228121,17.2143387,6293805464
1845,240 l,Plast,Podunajské Biskupice,Bratislava 2,Padlých hrdinov,26,89865 - Padlých hrdinov /26,89865.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.1228121,17.2143387,5225640317
1846,240 l,Plast,Podunajské Biskupice,Bratislava 2,Padlých hrdinov,49,89888 - Padlých hrdinov /49,89888.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.1228121,17.2143387,8642118342
1847,120 l,Plast,Podunajské Biskupice,Bratislava 2,Padlých hrdinov,52,89891 - Padlých hrdinov /52,89891.0,BRO,204.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.1228121,17.2143387,5259574090
1848,240 l,Plast,Podunajské Biskupice,Bratislava 2,Padlých hrdinov,74,89912 - Padlých hrdinov /74,89912.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.1228121,17.2143387,8181343140
1849,240 l,Plast,Podunajské Biskupice,Bratislava 2,Parcelná,9,89989 - Parcelná /9,89989.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1244712,17.2193521,4079300184
1850,240 l,Plast,Podunajské Biskupice,Bratislava 2,Parcelná,20,810000 - Parcelná /20,810000.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1244712,17.2193521,1947702415
1851,240 l,Plast,Podunajské Biskupice,Bratislava 2,Parcelná,1B,810007 - Parcelná /1B,810007.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1244712,17.2193521,4264197595
1852,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pasienková,3,810028 - Pasienková /3,810028.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1254109,17.2010682,3852479730
1853,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pasienková,2A,810044 - Pasienková /2A,810044.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1254109,17.2010682,5885637334
1854,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pasienková,2C,810045 - Pasienková /2C,810045.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1254109,17.2010682,4269072222
1855,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pasienková,9/A,810049 - Pasienková /9/A,810049.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1254109,17.2010682,2955521543
1856,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pasienková,9/B,810050 - Pasienková /9/B,810050.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1254109,17.2010682,6662280095
1857,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pasienková,9/C,810051 - Pasienková /9/C,810051.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1254109,17.2010682,8995619660
1858,120 l,Plast,Podunajské Biskupice,Bratislava 2,Perličková,9,819371 - Perličková /1,819371.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.12185050000001,17.223295,5893395913
1859,120 l,Plast,Podunajské Biskupice,Bratislava 2,Perličková,16,818494 - Perličková /16,818494.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.12185050000001,17.223295,6190261202
1860,120 l,Plast,Podunajské Biskupice,Bratislava 2,Perličková,20,810112 - Perličková /20,810112.0,BRO,204.0,1,BR5m,0.0,2.0,0.0,0.0,M1,48.12185050000001,17.223295,5871655525
1861,120 l,Plast,Podunajské Biskupice,Bratislava 2,Petöfiho,32,818679 - Petöfiho/32,818679.0,BRO,204.0,1,BR4,0.0,2.0,0.0,0.0,M1,0.0,0.0,2453397457
1862,240 l,Plast,Podunajské Biskupice,Bratislava 2,Petöfiho,40,810154 - Petőfiho /40,810154.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,0.0,0.0,8418857109
1863,240 l,Plast,Podunajské Biskupice,Bratislava 2,Petöfiho,47,810160 - Petőfiho /47,810160.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,0.0,0.0,7941101436
1864,240 l,Plast,Podunajské Biskupice,Bratislava 2,Petöfiho,53,810166 - Petőfiho /53,810166.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,0.0,0.0,2631796423
1865,240 l,Plast,Podunajské Biskupice,Bratislava 2,Petöfiho,40/A,810155 - Petőfiho /40,810155.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,0.0,0.0,2618331071
1866,120 l,Plast,Podunajské Biskupice,Bratislava 2,Podunajská,52,811069 - Podunajská /52,811069.0,BRO,204.0,1,BR4,2.0,0.0,0.0,0.0,M1,48.1432112,17.199041,8395671407
1867,120 l,Plast,Podunajské Biskupice,Bratislava 2,Podunajská,54,811070 - Podunajská /54,811070.0,BRO,204.0,1,BR4,2.0,0.0,0.0,0.0,M1,48.1432112,17.199041,5305821415
1868,120 l,Plast,Podunajské Biskupice,Bratislava 2,Podzáhradná,22,32508 - Podzáhradná  /22,32508.0,BRO,204.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1337533,17.2042472,476215998
1869,240 l,Plast,Podunajské Biskupice,Bratislava 2,Podzáhradná,36,32517 - Podzáhradná  /36,32517.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1337533,17.2042472,6419020324
1870,120 l,Plast,Podunajské Biskupice,Bratislava 2,Podzáhradná,48A,32497 - Podzáhradná /48,32497.0,BRO,204.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1337533,17.2042472,7611908590
1871,240 l,Plast,Podunajské Biskupice,Bratislava 2,Podzáhradná,74,32536 - Podzáhradná  /74,32536.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1337533,17.2042472,3029138976
1872,240 l,Plast,Podunajské Biskupice,Bratislava 2,Podzáhradná,62/A,32563 - Podzáhradná  /62/A,32563.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1337533,17.2042472,8099854421
1873,120 l,Plast,Podunajské Biskupice,Bratislava 2,Podzáhradná,92/A,32565 - Podzáhradná  /92/A,32565.0,BRO,204.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1337533,17.2042472,9221712680
1874,240 l,Plast,Podunajské Biskupice,Bratislava 2,Popradská,7,811282 - Popradská /7,811282.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.13809750000001,17.1936338,5713804483
1875,240 l,Plast,Podunajské Biskupice,Bratislava 2,Popradská,15,811289 - Popradská /15,811289.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.13809750000001,17.1936338,7793170939
1876,240 l,Plast,Podunajské Biskupice,Bratislava 2,Popradská,24,811277 - Popradská /3,811277.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.13809750000001,17.1936338,3997116680
1877,240 l,Plast,Podunajské Biskupice,Bratislava 2,Popradská,37,811307 - Popradská /37,811307.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.13809750000001,17.1936338,6683976257
1878,240 l,Plast,Podunajské Biskupice,Bratislava 2,Popradská,38,811308 - Popradská /38,811308.0,BRO,205.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.13809750000001,17.1936338,6787555330
1879,120 l,Plast,Podunajské Biskupice,Bratislava 2,Popradská,43,811313 - Popradská /43,811313.0,BRO,204.0,1,BR2,0.0,2.0,0.0,0.0,M1,48.13809750000001,17.1936338,5072516403
1880,240 l,Plast,Podunajské Biskupice,Bratislava 2,Požiarnická,8,811457 - Požiarnická /8,811457.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,0.0,0.0,7839254315
1881,240 l,Plast,Podunajské Biskupice,Bratislava 2,Požiarnická,10,811459 - Požiarnická /10,811459.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,0.0,0.0,200234296
1882,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pri hrádzi,1/C,811552 - Pri hrádzi /11084/1C,811552.0,BRO,205.0,1,BR1,0.0,5.0,0.0,0.0,M1,48.1163329,17.2138636,9688710405
1883,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pri trati,7,811742 - Pri trati /7,811742.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1265191,17.2221839,5107936808
1884,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pri trati,12,811751 - Pri trati /12,811751.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1265191,17.2221839,1423267894
1885,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pri trati,30,811763 - Pri trati /30,811763.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1265191,17.2221839,9393427408
1886,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pri trati,50,811766 - Pri trati /50,811766.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1265191,17.2221839,810594707
1887,240 l,Plast,Podunajské Biskupice,Bratislava 2,Pri trati,8/A,811744 - Pri trati /8,811744.0,BRO,205.0,1,BR4,0.0,2.0,0.0,0.0,M1,48.1265191,17.2221839,880537395
