,Objem,Materiál nádoby,KU - městská část,KU - městský obvod,KU - ulice,KU - číslo orientační,Název stanoviště,Číslo stanoviště,Typ odpadu,Kód nádoby,Počet nádob,Rajón,T1,T2,T3,T4,Provozovna,lat,long,hash
0,240 l,Plast,Jarovce,Bratislava 5,Kôstková,30,86295 - Kôstková /30,86295.0,BRO,17.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,3598692670
2,240 l,Plast,Rusovce,Bratislava 5,Vývojová,4,816898 - Vývojová /4,816898.0,BRO,205.0,1,BR2,5.0,0.0,0.0,0.0,M1,48.0546275,17.1422231,6864126788
46,240 l,Plast,Petržalka,Bratislava 5,Žltá,12,22914 - Žltá /12,22914.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0875669,17.1262613,5249204587
47,240 l,Plast,Čunovo,Bratislava 5,Dlhá,63,82512 - Dlhá /63,82512.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0333501,17.1952456,2400434051
48,240 l,Plast,Čunovo,Bratislava 5,Dlhá,11,82498 - Dlhá /47,82498.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0333501,17.1952456,3407889842
49,240 l,Plast,Petržalka,Bratislava 5,Novobanská,16,22690 - Novobanská /16,22690.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.1268414,17.0914906,1956035873
51,120 l,Plast,Čunovo,Bratislava 5,Cezmínová,5,817954 - Cezmínová /5,817954.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0311763,17.194946,8166555683
52,240 l,Plast,Čunovo,Bratislava 5,Cezmínová,6,81820 - Cezmínová /6,81820.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0311763,17.194946,9630403243
53,240 l,Plast,Čunovo,Bratislava 5,Cezmínová,8,81817 - Cezmínová /8,81817.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0311763,17.194946,511925968
54,120 l,Plast,Čunovo,Bratislava 5,Cezmínová,10,81818 - Cezmínová /10,81818.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0311763,17.194946,3723933166
55,240 l,Plast,Čunovo,Bratislava 5,Cezmínová,13,819334 - Cezmínová /13,819334.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0311763,17.194946,3806289828
56,240 l,Plast,Čunovo,Bratislava 5,Dlhá,4,818479 - Dlhá /parc.č.289,818479.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0333501,17.1952456,1199685201
57,120 l,Plast,Čunovo,Bratislava 5,Dlhá,27,82492 - Dlhá /27,82492.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0333501,17.1952456,1187050622
58,120 l,Plast,Čunovo,Bratislava 5,Dlhá,5A,818196 - Dlhá /5A,818196.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0333501,17.1952456,2192007557
59,120 l,Plast,Čunovo,Bratislava 5,Hraničiarska,9,83736 - Hraničiarska /9,83736.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0303903,17.1993575,1234048021
60,120 l,Plast,Čunovo,Bratislava 5,Hraničiarska,12,83739 - Hraničiarska /12,83739.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0303903,17.1993575,4127157745
61,240 l,Plast,Čunovo,Bratislava 5,Hraničiarska,114,83776 - Hraničiarska /114,83776.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0303903,17.1993575,636355445
62,240 l,Plast,Čunovo,Bratislava 5,Hraničiarska,136,83788 - Hraničiarska /136,83788.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0303903,17.1993575,4391915601
63,240 l,Plast,Čunovo,Bratislava 5,Hraničiarska,28,83791 - Hraničiarska /28,83791.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0303903,17.1993575,3802137589
64,240 l,Plast,Čunovo,Bratislava 5,Hraničiarska,154,83801 - Hraničiarska /154,83801.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0303903,17.1993575,2342945804
65,240 l,Plast,Čunovo,Bratislava 5,Iberková,1,84293 - Iberková / ,84293.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0317126,17.1941587,8747010650
66,240 l,Plast,Čunovo,Bratislava 5,Iberková,7,818152 - Iberková /7,818152.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0317126,17.1941587,9453303275
67,240 l,Plast,Čunovo,Bratislava 5,Iberková,14,84292 - Iberková /14,84292.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0317126,17.1941587,5674130293
68,240 l,Plast,Čunovo,Bratislava 5,Ibišteková,6,84301 - Ibištekova / ,84301.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.031348,17.1930495,1628905500
69,240 l,Plast,Čunovo,Bratislava 5,Ibišteková,4,818499 - Ibišťeková /4,818499.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.031348,17.1930495,6658786204
70,240 l,Plast,Čunovo,Bratislava 5,Ibišteková,8,818844 - Ibišteková /8,818844.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.031348,17.1930495,8737527862
71,240 l,Plast,Čunovo,Bratislava 5,Konopiská,1,85758 - Konopiská /1,85758.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0308061,17.1935529,936515864
72,240 l,Plast,Čunovo,Bratislava 5,Konopiská,2,85759 - Konopiská /2,85759.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0308061,17.1935529,7993275222
73,120 l,Plast,Čunovo,Bratislava 5,Konopiská,7,818098 - Konopiská /7,818098.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0308061,17.1935529,4860796321
74,240 l,Plast,Čunovo,Bratislava 5,Konopiská,17,85765 - Konopiská /17,85765.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0308061,17.1935529,5279681489
75,240 l,Plast,Čunovo,Bratislava 5,Konopiská,23,85762 - Konopiská /23,85762.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0308061,17.1935529,1472049770
76,120 l,Plast,Čunovo,Bratislava 5,Konopiská,39,819327 -  Konopiská /39,819327.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0308061,17.1935529,6327434871
77,240 l,Plast,Čunovo,Bratislava 5,Konopiská, ,818586 - Konopiská /35,818586.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0308061,17.1935529,4492474291
78,240 l,Plast,Čunovo,Bratislava 5,Krušpánová,5,86624 - Krušpánová /5,86624.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0322425,17.1936255,3725352021
79,120 l,Plast,Čunovo,Bratislava 5,Krušpánová, 12,86631 - Krušpánová / 12,86631.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0322425,17.1936255,3179833753
80,240 l,Plast,Čunovo,Bratislava 5,Krušpánová, 23,86635 - Krušpánová / 23,86635.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0322425,17.1936255,7703108456
81,120 l,Plast,Čunovo,Bratislava 5,Krušpánová,26,86626 - Krušpánová /26,86626.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0322425,17.1936255,9585317287
82,120 l,Plast,Čunovo,Bratislava 5,Krušpánová, 29,86629 - Krušpánová /29,86629.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0322425,17.1936255,9853183667
83,240 l,Plast,Čunovo,Bratislava 5,Krušpánová,33,818017 - Krušpánová /33,818017.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0322425,17.1936255,3780105246
84,120 l,Plast,Čunovo,Bratislava 5,Krušpánová,38,818973 - Krušpánová /38,818973.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0322425,17.1936255,3684213983
85,240 l,Plast,Čunovo,Bratislava 5,Krušpánová, 19,818334 - Krušpánova /19,818334.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0322425,17.1936255,7698404210
86,240 l,Plast,Čunovo,Bratislava 5,Na hrádzi,3,88520 - Na hrádzi /3,88520.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0288589,17.2007626,309180965
87,240 l,Plast,Čunovo,Bratislava 5,Na hrádzi,20,88499 - Na hrádzi /20,88499.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0288589,17.2007626,8866562920
88,240 l,Plast,Čunovo,Bratislava 5,Na hrádzi,65,88518 - Na hrádzi /65,88518.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0288589,17.2007626,3901870
89,240 l,Plast,Čunovo,Bratislava 5,Na hrádzi,37,88532 - Na hrádzi /37,88532.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0288589,17.2007626,2837935959
90,120 l,Plast,Čunovo,Bratislava 5,Na hrádzi,26,88552 - Na hrádzi /26,88552.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0288589,17.2007626,5442532346
91,240 l,Plast,Čunovo,Bratislava 5,Na hrádzi,19/A,813980 - Na hrádzi /19,813980.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0288589,17.2007626,4967095944
92,240 l,Plast,Čunovo,Bratislava 5,Na hrádzi,24A,88553 - Na hrádzi /24A,88553.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0288589,17.2007626,3807007011
93,240 l,Plast,Čunovo,Bratislava 5,Novosadná,15,89292 - Novosadná /15,89292.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.03389689999999,17.1955481,6188275932
94,240 l,Plast,Čunovo,Bratislava 5,Novosadná,275,89297 - Novosadná /275,89297.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.03389689999999,17.1955481,5883049174
95,240 l,Plast,Čunovo,Bratislava 5,Novosadná,276,89298 - Novosadná /276,89298.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.03389689999999,17.1955481,3845411893
96,120 l,Plast,Čunovo,Bratislava 5,Petržalská,4,810173 - Petržalská /4,810173.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,4137765283
97,120 l,Plast,Čunovo,Bratislava 5,Petržalská,5,810174 - Petržalská /5,810174.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,1965510632
98,240 l,Plast,Čunovo,Bratislava 5,Petržalská,6,810175 - Petržalská /6,810175.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,5546105538
99,240 l,Plast,Čunovo,Bratislava 5,Petržalská,13,813999 - Petržalská /13/333,813999.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,3312629206
100,240 l,Plast,Čunovo,Bratislava 5,Petržalská,17,810186 - Petržalská /17/259,810186.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,1067594996
101,120 l,Plast,Čunovo,Bratislava 5,Petržalská,86,810178 - Petržalská /86,810178.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,5547480341
102,240 l,Plast,Čunovo,Bratislava 5,Petržalská,216,810179 - Petržalská /216,810179.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,8077865252
103,120 l,Plast,Čunovo,Bratislava 5,Petržalská,5A,810189 - Petržalská /5A,810189.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,4677052216
104,240 l,Plast,Čunovo,Bratislava 5,Rakytníková,5,818055 Rakytníková /5,818055.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,7053603008
105,120 l,Plast,Čunovo,Bratislava 5,Rakytníková,10,812534 - Rakytníková /10,812534.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,9382764524
106,240 l,Plast,Čunovo,Bratislava 5,Rakytníková,13,818054 - Rakytníková 13,818054.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,1062200696
107,120 l,Plast,Čunovo,Bratislava 5,Rakytníková,14,817127 - Rakytníková /14,817127.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,3994279663
108,120 l,Plast,Čunovo,Bratislava 5,Ražná,2,812659 - Ražná /2,812659.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,7036155506
109,240 l,Plast,Čunovo,Bratislava 5,Rebríčková,2,85764 - Rebríčkova /2,85764.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,697642149
110,240 l,Plast,Čunovo,Bratislava 5,Rebríčková,6,818104 - Rebríčková /6,818104.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,5956928179
111,240 l,Plast,Čunovo,Bratislava 5,Rebríčková,7,812705 - Rebríčková /7,812705.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,0.0,0.0,4246883026
112,240 l,Plast,Čunovo,Bratislava 5,Schengenská,4,817921 Schengenská /4,817921.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0249021,17.195052,5566206705
113,240 l,Plast,Čunovo,Bratislava 5,Schengenská,6A,813516 - Schengenská /6,813516.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0249021,17.195052,2691406321
114,240 l,Plast,Čunovo,Bratislava 5,Schengenská,14,813518 - Schengenská /14,813518.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0249021,17.195052,8565375472
115,240 l,Plast,Čunovo,Bratislava 5,Schengenská,24,813522 - Schengenská /24,813522.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0249021,17.195052,4949367687
116,120 l,Plast,Čunovo,Bratislava 5,Schengenská,46,813526 - Schengenská /44,813526.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0249021,17.195052,7898779175
117,240 l,Plast,Čunovo,Bratislava 5,Schengenská, 8,813528 - Schengenská /8 ,813528.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0249021,17.195052,3892019417
118,240 l,Plast,Čunovo,Bratislava 5,Záhumenná,14,817126 - Záhumenná /14,817126.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0299754,17.1965045,6537827288
119,240 l,Plast,Čunovo,Bratislava 5,Záhumenná,32,817130 - Záhumenná /32,817130.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0299754,17.1965045,4115138524
120,240 l,Plast,Čunovo,Bratislava 5,Záhumenná,37,818380 - Záhumenná /37,818380.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0299754,17.1965045,5009160529
121,240 l,Plast,Čunovo,Bratislava 5,Záhumenná,45,816360 - Záhumenná /45,816360.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0299754,17.1965045,9775813599
122,120 l,Plast,Čunovo,Bratislava 5,Záhumenná,50,817135 - Záhumenná /50,817135.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0299754,17.1965045,6342342880
123,120 l,Plast,Čunovo,Bratislava 5,Záhumenná,52,817158 - Záhumenná /52,817158.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0299754,17.1965045,8770527552
124,240 l,Plast,Čunovo,Bratislava 5,Záhumenná,294,817151 - Záhumenná /294,817151.0,BRO,205.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0299754,17.1965045,2887052987
125,120 l,Plast,Čunovo,Bratislava 5,Zobová, 6,817538 - Zobová /5,817538.0,BRO,204.0,1,BR4,0.0,5.0,0.0,0.0,M1,48.0312513,17.1961992,6620489144
345,240 l,Plast,Jarovce,Bratislava 5,Bažantnicová,3,8463 - Bažantnicova /3,8463.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0680892,17.1048953,2068382224
346,240 l,Plast,Jarovce,Bratislava 5,Františka Schmuckera,8,810295 - Františka Schmuckera /8,810295.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0695412,17.1223544,5902987351
347,120 l,Plast,Jarovce,Bratislava 5,Františka Schmuckera,7,82990 - Františka Schmuckera /7,82990.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0695412,17.1223544,2062129581
348,120 l,Plast,Jarovce,Bratislava 5,Chotárna,7,83049 - Chotárna /7,83049.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06728349999999,17.1109674,883757857
349,120 l,Plast,Jarovce,Bratislava 5,Chotárna,14,84182 - Chotárna /14,84182.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06728349999999,17.1109674,8879214139
350,120 l,Plast,Jarovce,Bratislava 5,Chotárna,21,84188 - Chotárna /21,84188.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06728349999999,17.1109674,1822481045
351,120 l,Plast,Jarovce,Bratislava 5,Chotárna,27,84194 - Chotárna /27,84194.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06728349999999,17.1109674,5507606661
352,120 l,Plast,Jarovce,Bratislava 5,Jantárová,10,84223 - Jantárová /10,84223.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,2080257436
353,120 l,Plast,Jarovce,Bratislava 5,Jantárová,18,84797 - Jantárová /18,84797.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,7641358089
354,240 l,Plast,Jarovce,Bratislava 5,Jantárová,28,84805 - Jantárová /28,84805.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,338440212
355,120 l,Plast,Jarovce,Bratislava 5,Jantárová,,84842 - Jantárová / ,84842.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,6900192499
356,120 l,Plast,Jarovce,Bratislava 5,Jantárová,46/A,819089 - Jantárová / 46/A,819089.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0678646,17.1155695,1623954069
357,120 l,Plast,Jarovce,Bratislava 5,Kožušnícka,15,86264 - Kožušnícka /15,86264.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0654593,17.1073996,8056810908
358,120 l,Plast,Jarovce,Bratislava 5,Kožušnícka,1/B,86273 - Kožušnícka /1/B,86273.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0654593,17.1073996,4623921434
359,120 l,Plast,Jarovce,Bratislava 5,Kôstková,3,86275 - Kôstková /3,86275.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,845887684
360,240 l,Plast,Jarovce,Bratislava 5,Kôstková,13,819286 - Kôstková /13,819286.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,1231877413
361,120 l,Plast,Jarovce,Bratislava 5,Kôstková,23,86288 - Kôstková /23,86288.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,9572690421
362,120 l,Plast,Jarovce,Bratislava 5,Kôstková,26,86291 - Kôstková /26,86291.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0623611,17.1155433,8506046793
363,240 l,Plast,Jarovce,Bratislava 5,Ladislava Batthyányho,7,86432 - Ladislava Batthyányho /7,86432.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0689101,17.1217267,9862854630
364,240 l,Plast,Jarovce,Bratislava 5,Mandľová,14,87892 - Mandľová /14,87892.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,47580742
365,240 l,Plast,Jarovce,Bratislava 5,Mandľová,31,87906 - Mandľová /31,87906.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,2250364018
366,240 l,Plast,Jarovce,Bratislava 5,Mandľová,40,87914 - Mandľová /40,87914.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,5192216102
367,240 l,Plast,Jarovce,Bratislava 5,Mandľová,54,87928 - Mandľová /54,87928.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,1056954722
368,240 l,Plast,Jarovce,Bratislava 5,Mandľová,55,87929 - Mandľová /55,87929.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,8642265193
369,240 l,Plast,Jarovce,Bratislava 5,Mandľová,57,87931 - Mandľová /57,87931.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,2217870566
370,240 l,Plast,Jarovce,Bratislava 5,Mandľová,65,87938 - Mandľová /65,87938.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,5364964944
371,120 l,Plast,Jarovce,Bratislava 5,Mandľová,69,87942 - Mandľová /69,87942.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,5276372543
372,120 l,Plast,Jarovce,Bratislava 5,Mandľová,72,87945 - Mandľová /72,87945.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,6325294200
373,120 l,Plast,Jarovce,Bratislava 5,Mandľová,85,87955 - Mandľová /85,87955.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,8036861201
374,120 l,Plast,Jarovce,Bratislava 5,Mandľová,86,87956 - Mandľová /86,87956.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,915518961
375,240 l,Plast,Jarovce,Bratislava 5,Mandľová,96,87964 - Mandľová /96,87964.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,3983034975
376,120 l,Plast,Jarovce,Bratislava 5,Mandľová,98,87969 - Mandľová /98,87969.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,7531615215
377,240 l,Plast,Jarovce,Bratislava 5,Mandľová,103,87972 - Mandľová /103,87972.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,3462900180
378,120 l,Plast,Jarovce,Bratislava 5,Mandľová,112,87980 - Mandľová /112,87980.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,3496411610
379,240 l,Plast,Jarovce,Bratislava 5,Mandľová,113,87981 - Mandľová /113,87981.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,2958902469
380,240 l,Plast,Jarovce,Bratislava 5,Mandľová,114,87983 - Mandľová /114,87983.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,7061653524
381,240 l,Plast,Jarovce,Bratislava 5,Mandľová,163,818966 - Mandlová /163,818966.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,5997405513
382,120 l,Plast,Jarovce,Bratislava 5,Mandľová,1A,86754 - Mandľová /1,86754.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,2480800310
383,120 l,Plast,Jarovce,Bratislava 5,Mandľová,73/A,87993 - Mandľová /73/A,87993.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.06334320000001,17.1130712,8022516978
384,120 l,Plast,Jarovce,Bratislava 5,Morušová,11,88013 - Morušova /11,88013.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,9194831164
385,120 l,Plast,Jarovce,Bratislava 5,Morušová,12,88006 - Morušova /12,88006.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,3745837852
386,120 l,Plast,Jarovce,Bratislava 5,Oleandrová,1,88318 - Oleandrová /1,88318.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0643181,17.1080399,3487085612
387,120 l,Plast,Jarovce,Bratislava 5,Oleandrová,2,8190799 - Oleandrová /2,8190799.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0643181,17.1080399,2319957790
388,120 l,Plast,Jarovce,Bratislava 5,Oleandrová,3,88319 - Oleandrová /3,88319.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0643181,17.1080399,6187560789
389,120 l,Plast,Jarovce,Bratislava 5,Oleandrová,5,86267 - Kožušnícka / ,86267.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0643181,17.1080399,5249068871
390,120 l,Plast,Jarovce,Bratislava 5,Oleandrová,7,88323 - Oleandrová /7,88323.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0643181,17.1080399,2011896489
391,240 l,Plast,Jarovce,Bratislava 5,Opálová, 10,818666 - Opálová /10,818666.0,BRO,205.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0709506,17.1191281,8734784274
392,120 l,Plast,Jarovce,Bratislava 5,Opálová,5C,89482 - Opálová /5,89482.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0709506,17.1191281,9054833137
393,120 l,Plast,Jarovce,Bratislava 5,Ovocná,4,89557 - Ovocná /4,89557.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,9102753639
394,120 l,Plast,Jarovce,Bratislava 5,Ovocná,15,89809 - Ovocná /15,89809.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,7587865400
395,120 l,Plast,Jarovce,Bratislava 5,Palmová,4,89819 - Palmová /4,89819.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,479957896
396,120 l,Plast,Jarovce,Bratislava 5,Ovocná,13/A,89814 - Ovocná /13/A,89814.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,0.0,0.0,4350715931
397,120 l,Plast,Jarovce,Bratislava 5,Palmová,9,89824 - Palmová /9,89824.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,6587851893
398,120 l,Plast,Jarovce,Bratislava 5,Palmová,18,89925 - Palmová /18,89925.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,4298753117
399,120 l,Plast,Jarovce,Bratislava 5,Palmová,20,89927 - Palmová /20,89927.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,5296911416
400,120 l,Plast,Jarovce,Bratislava 5,Palmová,27,89934 - Palmová /27,89934.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,9621398787
401,120 l,Plast,Jarovce,Bratislava 5,Palmová,39,89946 - Palmová /39,89946.0,BRO,204.0,1,BR2,0.0,5.0,0.0,0.0,M1,48.0666287,17.1091433,7724670985
